ID Cliente;ID Loja;Nome;PrimeiraCompra;CartaoFidelidade;Aniversario;Genero;AnoAniversario
5409;5;"Lucy";2017-09-11 00:00:00,000;"468-699-7745";1965-10-30 00:00:00,000;"F";1965
5410;5;"Laurel";2017-06-20 00:00:00,000;"840-940-9492";1960-09-22 00:00:00,000;"F";1960
5412;5;"Brielle";2018-06-07 00:00:00,000;"167-374-3408";1982-06-01 00:00:00,000;"F";1982
5414;5;"Lois";2018-06-09 00:00:00,000;"731-604-3630";1982-07-23 00:00:00,000;"F";1982
5416;5;"Denise";2018-11-08 00:00:00,000;"922-931-6420";1991-11-30 00:00:00,000;"F";1991
5417;5;"Martina";2018-05-13 00:00:00,000;"818-976-4720";1980-11-09 00:00:00,000;"F";1980
5419;5;"Rhonda";2018-05-10 00:00:00,000;"997-180-7732";1980-09-18 00:00:00,000;"F";1980
5422;5;"Demetria";2018-02-26 00:00:00,000;"948-218-0897";1976-03-06 00:00:00,000;"F";1976
5423;5;"Astra";2018-01-04 00:00:00,000;"056-827-0237";1972-12-01 00:00:00,000;"F";1972
5424;5;"Willow";2017-08-05 00:00:00,000;"798-968-0145";1963-07-25 00:00:00,000;"F";1963
5426;5;"Orli";2019-03-30 00:00:00,000;"667-864-8623";2000-09-13 00:00:00,000;"F";2000
5427;5;"Cassandra";2017-11-21 00:00:00,000;"958-104-2136";1970-03-23 00:00:00,000;"F";1970
5429;5;"Angelica";2017-09-16 00:00:00,000;"397-968-9319";1966-02-11 00:00:00,000;"F";1966
5435;5;"Wynne";2018-01-09 00:00:00,000;"487-027-6196";1973-03-15 00:00:00,000;"F";1973
5438;5;"Kaitlin";2018-12-08 00:00:00,000;"317-489-7639";1993-10-03 00:00:00,000;"F";1993
5439;5;"Nichole";2017-05-15 00:00:00,000;"636-328-1654";1958-06-17 00:00:00,000;"F";1958
5441;5;"Adara";2018-07-23 00:00:00,000;"504-533-2969";1985-04-02 00:00:00,000;"F";1985
5443;5;"Glenna";2017-09-20 00:00:00,000;"196-487-1774";1966-05-25 00:00:00,000;"F";1966
5449;5;"Alyssa";2019-01-02 00:00:00,000;"894-331-4804";1995-04-26 00:00:00,000;"F";1995
5451;5;"Cassady";2018-12-28 00:00:00,000;"267-564-7453";1995-01-12 00:00:00,000;"F";1995
5452;5;"Audrey";2017-10-13 00:00:00,000;"819-323-9968";1967-10-25 00:00:00,000;"F";1967
5455;5;"Minerva";2018-07-21 00:00:00,000;"233-887-7930";1985-02-09 00:00:00,000;"F";1985
5458;5;"Brenna";2017-05-31 00:00:00,000;"939-182-6420";1959-06-14 00:00:00,000;"F";1959
5459;5;"Medge";2017-07-23 00:00:00,000;"666-129-8565";1962-09-17 00:00:00,000;"F";1962
5462;5;"Jada";2019-03-05 00:00:00,000;"146-171-8216";1999-02-22 00:00:00,000;"F";1999
5463;5;"Hayley";2018-04-24 00:00:00,000;"709-655-2644";1979-09-21 00:00:00,000;"F";1979
5465;5;"Octavia";2018-12-12 00:00:00,000;"473-992-9359";1994-01-15 00:00:00,000;"F";1994
5466;5;"Jaquelyn";2018-06-18 00:00:00,000;"084-506-5275";1983-02-15 00:00:00,000;"F";1983
5468;5;"Bree";2019-03-26 00:00:00,000;"643-454-5914";2000-06-02 00:00:00,000;"F";2000
5469;5;"Rhoda";2017-03-16 00:00:00,000;"481-496-9585";1954-10-09 00:00:00,000;"F";1954
5470;5;"Aline";2017-10-25 00:00:00,000;"280-989-7369";1968-07-10 00:00:00,000;"F";1968
5473;5;"Daryl";2017-05-29 00:00:00,000;"639-152-5164";1959-04-23 00:00:00,000;"F";1959
5476;5;"Haviva";2017-10-06 00:00:00,000;"755-139-1279";1967-05-23 00:00:00,000;"F";1967
5477;5;"Jaquelyn";2018-12-17 00:00:00,000;"014-996-8440";1994-04-28 00:00:00,000;"F";1994
5480;5;"Desiree";2017-04-24 00:00:00,000;"992-018-1375";1957-03-08 00:00:00,000;"F";1957
5482;5;"Martha";2018-10-18 00:00:00,000;"460-939-3610";1990-08-21 00:00:00,000;"F";1990
5485;5;"Shelly";2018-11-12 00:00:00,000;"981-296-8007";1992-03-13 00:00:00,000;"F";1992
5492;5;"Marah";2018-09-11 00:00:00,000;"323-489-1064";1988-05-15 00:00:00,000;"F";1988
5493;5;"September";2017-10-20 00:00:00,000;"617-082-5050";1968-03-28 00:00:00,000;"F";1968
5494;5;"Ruby";2018-11-29 00:00:00,000;"684-194-0741";1993-03-10 00:00:00,000;"F";1993
5496;5;"Quynn";2018-08-29 00:00:00,000;"857-304-8004";1987-07-09 00:00:00,000;"F";1987
5498;5;"Julie";2017-01-18 00:00:00,000;"150-700-9475";1951-03-25 00:00:00,000;"F";1951
5499;5;"Mia";2018-09-21 00:00:00,000;"587-128-3073";1988-12-08 00:00:00,000;"F";1988
5500;5;"Dana";2017-01-04 00:00:00,000;"648-929-3746";1950-05-18 00:00:00,000;"F";1950
5501;5;"Kyra";2018-07-07 00:00:00,000;"936-958-1141";1984-04-04 00:00:00,000;"F";1984
5505;5;"Meredith";2019-01-16 00:00:00,000;"677-330-7796";1996-03-02 00:00:00,000;"F";1996
5506;5;"Xandra";2018-10-23 00:00:00,000;"591-503-7739";1990-12-03 00:00:00,000;"F";1990
5507;5;"Lana";2017-12-05 00:00:00,000;"870-238-0954";1971-01-28 00:00:00,000;"F";1971
5508;5;"Zenaida";2018-03-28 00:00:00,000;"726-269-5074";1978-01-08 00:00:00,000;"F";1978
5510;5;"Alea";2017-03-21 00:00:00,000;"778-048-3644";1955-01-21 00:00:00,000;"F";1955
5512;5;"Hayley";2018-04-11 00:00:00,000;"675-462-1824";1978-11-15 00:00:00,000;"F";1978
5518;5;"Abra";2017-02-05 00:00:00,000;"069-289-4592";1952-05-12 00:00:00,000;"F";1952
5520;5;"Leigh";2019-02-22 00:00:00,000;"654-700-3104";1998-06-08 00:00:00,000;"F";1998
5524;5;"Marny";2018-05-26 00:00:00,000;"703-711-4985";1981-09-15 00:00:00,000;"F";1981
5525;5;"Deirdre";2019-01-20 00:00:00,000;"775-655-8553";1996-06-13 00:00:00,000;"F";1996
5529;5;"Kellie";2017-12-07 00:00:00,000;"476-052-3571";1971-03-21 00:00:00,000;"F";1971
5535;5;"Ayanna";2017-01-24 00:00:00,000;"337-709-3731";1951-08-27 00:00:00,000;"F";1951
5537;5;"Kimberly";2017-01-11 00:00:00,000;"290-287-3926";1950-10-21 00:00:00,000;"F";1950
5541;5;"Zelda";2018-03-30 00:00:00,000;"974-919-0995";1978-03-01 00:00:00,000;"F";1978
5545;5;"Vanna";2017-03-27 00:00:00,000;"833-648-5605";1955-06-25 00:00:00,000;"F";1955
5548;5;"Vielka";2018-05-31 00:00:00,000;"323-632-3034";1981-12-28 00:00:00,000;"F";1981
5549;5;"Gwendolyn";2017-11-03 00:00:00,000;"176-584-1405";1969-02-02 00:00:00,000;"F";1969
5551;5;"Hilary";2018-02-28 00:00:00,000;"083-680-1202";1976-04-27 00:00:00,000;"F";1976
5553;5;"Cameran";2018-10-16 00:00:00,000;"859-352-0913";1990-06-30 00:00:00,000;"F";1990
5554;5;"Geraldine";2018-04-04 00:00:00,000;"454-252-3378";1978-06-12 00:00:00,000;"F";1978
5561;5;"Cora";2017-07-30 00:00:00,000;"325-229-9562";1963-02-19 00:00:00,000;"F";1963
5566;5;"Lana";2017-11-17 00:00:00,000;"598-415-4758";1969-12-10 00:00:00,000;"F";1969
5571;5;"Kirsten";2017-07-25 00:00:00,000;"700-546-4513";1962-11-08 00:00:00,000;"F";1962
5572;5;"Shelby";2017-04-06 00:00:00,000;"892-477-6195";1956-01-18 00:00:00,000;"F";1956
5574;5;"Dai";2018-03-09 00:00:00,000;"846-217-0630";1976-11-20 00:00:00,000;"F";1976
5575;5;"Marcia";2017-01-13 00:00:00,000;"345-716-2749";1950-12-11 00:00:00,000;"F";1950
5576;5;"Lila";2018-10-04 00:00:00,000;"912-577-9456";1989-10-15 00:00:00,000;"F";1989
5579;5;"Sierra";2018-01-25 00:00:00,000;"803-189-6307";1974-03-12 00:00:00,000;"F";1974
5583;5;"Janna";2018-01-29 00:00:00,000;"892-203-3645";1974-06-24 00:00:00,000;"F";1974
5584;5;"Yael";2018-06-05 00:00:00,000;"007-328-6156";1982-04-10 00:00:00,000;"F";1982
5588;5;"Pandora";2019-02-24 00:00:00,000;"892-428-3185";1998-07-30 00:00:00,000;"F";1998
5589;5;"Paula";2017-04-15 00:00:00,000;"830-360-5082";1956-08-13 00:00:00,000;"F";1956
5590;5;"Tara";2018-04-20 00:00:00,000;"178-966-3156";1979-06-10 00:00:00,000;"F";1979
5591;5;"Rose";2017-04-26 00:00:00,000;"754-598-8314";1957-04-28 00:00:00,000;"F";1957
5594;5;"Britanney";2017-10-09 00:00:00,000;"890-514-6345";1967-07-13 00:00:00,000;"F";1967
5597;5;"Mira";2018-10-30 00:00:00,000;"212-766-3839";1991-05-07 00:00:00,000;"F";1991
5599;5;"Clementine";2018-01-18 00:00:00,000;"525-431-9474";1973-10-08 00:00:00,000;"F";1973
5600;5;"Latifah";2018-02-08 00:00:00,000;"576-986-4387";1975-01-17 00:00:00,000;"F";1975
5603;5;"Rina";2018-08-03 00:00:00,000;"450-456-3306";1985-12-17 00:00:00,000;"F";1985
5606;5;"Shea";2018-09-25 00:00:00,000;"686-378-3676";1989-03-21 00:00:00,000;"F";1989
5609;5;"Mikayla";2017-11-15 00:00:00,000;"848-424-4354";1969-10-19 00:00:00,000;"F";1969
5610;5;"Evangeline";2019-03-19 00:00:00,000;"380-465-6138";1999-12-30 00:00:00,000;"F";1999
5611;5;"Georgia";2017-05-12 00:00:00,000;"978-620-8637";1958-04-26 00:00:00,000;"F";1958
5612;5;"Wanda";2017-07-18 00:00:00,000;"510-640-0163";1962-06-05 00:00:00,000;"F";1962
5613;5;"Jocelyn";2018-11-19 00:00:00,000;"395-909-9464";1992-08-15 00:00:00,000;"F";1992
5621;5;"Aurelia";2018-09-05 00:00:00,000;"447-330-1404";1987-12-11 00:00:00,000;"F";1987
5622;5;"Joelle";2017-08-28 00:00:00,000;"450-165-5475";1964-12-23 00:00:00,000;"F";1964
5624;5;"Mariam";2017-04-22 00:00:00,000;"820-025-4564";1957-01-15 00:00:00,000;"F";1957
5625;5;"Ivory";2019-01-09 00:00:00,000;"600-976-1845";1995-09-28 00:00:00,000;"F";1995
5626;5;"Summer";2017-02-26 00:00:00,000;"968-566-8129";1953-08-21 00:00:00,000;"F";1953
5627;5;"Deborah";2019-01-27 00:00:00,000;"947-851-1480";1996-11-15 00:00:00,000;"F";1996
5628;5;"Francesca";2017-12-19 00:00:00,000;"843-577-6771";1971-12-05 00:00:00,000;"F";1971
5629;5;"Jescie";2017-06-04 00:00:00,000;"122-453-2386";1959-09-26 00:00:00,000;"F";1959
5630;5;"Holly";2017-08-24 00:00:00,000;"335-906-7080";1964-09-11 00:00:00,000;"F";1964
5633;5;"Whoopi";2017-05-24 00:00:00,000;"901-885-3109";1959-01-10 00:00:00,000;"F";1959
5634;5;"Regina";2018-04-29 00:00:00,000;"023-540-6301";1980-01-03 00:00:00,000;"F";1980
5635;5;"Hadassah";2017-11-08 00:00:00,000;"413-044-2732";1969-05-17 00:00:00,000;"F";1969
5636;5;"Katelyn";2018-11-24 00:00:00,000;"196-868-2529";1992-11-27 00:00:00,000;"F";1992
5637;5;"Maxine";2018-12-10 00:00:00,000;"721-503-0752";1993-11-24 00:00:00,000;"F";1993
5639;5;"Marny";2019-03-07 00:00:00,000;"179-114-8515";1999-04-15 00:00:00,000;"F";1999
5642;5;"Hanae";2018-06-28 00:00:00,000;"083-328-2761";1983-09-10 00:00:00,000;"F";1983
5644;5;"Brielle";2019-02-19 00:00:00,000;"133-160-8163";1998-04-17 00:00:00,000;"F";1998
5648;5;"Haviva";2018-03-19 00:00:00,000;"397-951-8930";1977-06-15 00:00:00,000;"F";1977
5651;5;"Sade";2017-09-07 00:00:00,000;"768-510-9375";1965-07-19 00:00:00,000;"F";1965
5652;5;"Idona";2018-08-31 00:00:00,000;"306-505-7599";1987-08-30 00:00:00,000;"F";1987
5653;5;"Eve";2018-03-25 00:00:00,000;"973-829-3917";1977-11-17 00:00:00,000;"F";1977
5656;5;"Jenette";2017-03-05 00:00:00,000;"732-913-3616";1954-01-24 00:00:00,000;"F";1954
5658;5;"Gemma";2018-01-27 00:00:00,000;"524-523-6958";1974-05-03 00:00:00,000;"F";1974
5659;5;"Liberty";2018-09-30 00:00:00,000;"932-779-4267";1989-07-03 00:00:00,000;"F";1989
5661;5;"Zoe";2017-05-26 00:00:00,000;"522-334-2616";1959-03-03 00:00:00,000;"F";1959
5662;5;"Avye";2018-09-18 00:00:00,000;"390-879-2063";1988-10-17 00:00:00,000;"F";1988
5664;5;"Nichole";2018-02-17 00:00:00,000;"912-270-6218";1975-08-12 00:00:00,000;"F";1975
5671;5;"Velma";2018-12-05 00:00:00,000;"080-918-3387";1993-08-13 00:00:00,000;"F";1993
5673;5;"Camilla";2018-11-01 00:00:00,000;"631-333-4445";1991-06-28 00:00:00,000;"F";1991
5676;5;"Sharon";2018-10-02 00:00:00,000;"705-366-9566";1989-08-24 00:00:00,000;"F";1989
5679;5;"Joy";2018-11-22 00:00:00,000;"068-859-2277";1992-10-06 00:00:00,000;"F";1992
5680;5;"Barbara";2018-11-17 00:00:00,000;"156-405-5087";1992-06-24 00:00:00,000;"F";1992
5682;5;"Mercedes";2018-12-31 00:00:00,000;"840-088-8571";1995-03-05 00:00:00,000;"F";1995
5684;5;"Audra";2017-12-21 00:00:00,000;"209-176-1540";1972-01-25 00:00:00,000;"F";1972
5687;5;"Justina";2017-11-28 00:00:00,000;"923-378-8802";1970-08-26 00:00:00,000;"F";1970
5689;5;"Rina";2017-02-16 00:00:00,000;"191-170-2564";1953-01-26 00:00:00,000;"F";1953
5691;5;"Gloria";2017-03-07 00:00:00,000;"730-719-0449";1954-03-16 00:00:00,000;"F";1954
5692;5;"Mariko";2017-05-22 00:00:00,000;"558-738-3566";1958-11-19 00:00:00,000;"F";1958
5695;5;"Maggie";2019-03-12 00:00:00,000;"228-516-4628";1999-07-27 00:00:00,000;"F";1999
5697;5;"Morgan";2017-06-27 00:00:00,000;"019-883-3253";1961-02-24 00:00:00,000;"F";1961
5698;5;"Ariana";2018-06-02 00:00:00,000;"592-812-2198";1982-02-18 00:00:00,000;"F";1982
5699;5;"Marny";2017-12-28 00:00:00,000;"690-474-3114";1972-06-29 00:00:00,000;"F";1972
5700;5;"Basia";2017-09-27 00:00:00,000;"490-700-6959";1966-10-28 00:00:00,000;"F";1966
5703;5;"Jessica";2019-02-10 00:00:00,000;"208-540-2098";1997-09-22 00:00:00,000;"F";1997
5704;5;"Amethyst";2019-04-06 00:00:00,000;"969-209-7421";2001-02-16 00:00:00,000;"F";2001
5706;5;"Karly";2017-11-05 00:00:00,000;"413-261-8583";1969-03-26 00:00:00,000;"F";1969
5710;5;"Jaquelyn";2017-04-01 00:00:00,000;"209-685-8004";1955-10-07 00:00:00,000;"F";1955
5712;5;"Keely";2017-03-02 00:00:00,000;"015-279-9211";1953-12-03 00:00:00,000;"F";1953
5713;5;"Rhonda";2018-05-04 00:00:00,000;"293-851-4786";1980-04-15 00:00:00,000;"F";1980
5715;5;"Daphne";2017-12-14 00:00:00,000;"256-911-6884";1971-08-23 00:00:00,000;"F";1971
5718;5;"Yetta";2019-01-07 00:00:00,000;"130-486-1737";1995-08-07 00:00:00,000;"F";1995
5720;5;"Leila";2018-05-29 00:00:00,000;"595-609-6394";1981-11-06 00:00:00,000;"F";1981
5722;5;"Savannah";2017-03-23 00:00:00,000;"187-828-4854";1955-03-14 00:00:00,000;"F";1955
5723;5;"Debra";2017-09-09 00:00:00,000;"038-529-7903";1965-09-08 00:00:00,000;"F";1965
5724;5;"Indira";2018-04-13 00:00:00,000;"844-206-6310";1979-01-05 00:00:00,000;"F";1979
5732;5;"Summer";2018-04-01 00:00:00,000;"193-167-1889";1978-04-22 00:00:00,000;"F";1978
5737;5;"Aurora";2018-07-18 00:00:00,000;"895-861-1930";1984-12-19 00:00:00,000;"F";1984
5740;5;"Shea";2019-03-10 00:00:00,000;"012-763-5166";1999-06-05 00:00:00,000;"F";1999
5742;5;"Marcia";2017-07-13 00:00:00,000;"901-450-3862";1962-02-22 00:00:00,000;"F";1962
5744;5;"Colleen";2018-07-09 00:00:00,000;"507-759-4461";1984-05-26 00:00:00,000;"F";1984
5748;5;"Echo";2018-12-19 00:00:00,000;"558-257-3353";1994-06-19 00:00:00,000;"F";1994
5750;5;"Brenna";2017-08-15 00:00:00,000;"468-418-4315";1964-02-17 00:00:00,000;"F";1964
5757;5;"Ora";2017-12-10 00:00:00,000;"030-066-2518";1971-05-11 00:00:00,000;"F";1971
5766;5;"Chelsea";2017-04-17 00:00:00,000;"516-546-1922";1956-10-03 00:00:00,000;"F";1956
5767;5;"Leslie";2017-05-01 00:00:00,000;"564-807-3791";1957-08-10 00:00:00,000;"F";1957
5768;5;"Keiko";2017-01-20 00:00:00,000;"806-743-4263";1951-05-16 00:00:00,000;"F";1951
5772;5;"Maris";2017-11-10 00:00:00,000;"699-534-2817";1969-07-07 00:00:00,000;"F";1969
5778;5;"Zelenia";2017-04-08 00:00:00,000;"178-551-3541";1956-03-10 00:00:00,000;"F";1956
5782;5;"Bethany";2017-02-14 00:00:00,000;"193-231-4969";1952-12-05 00:00:00,000;"F";1952
5784;5;"Inez";2018-08-13 00:00:00,000;"787-638-7405";1986-07-12 00:00:00,000;"F";1986
5790;5;"Lani";2018-02-12 00:00:00,000;"325-136-7169";1975-04-30 00:00:00,000;"F";1975
5791;5;"Pascale";2017-06-11 00:00:00,000;"597-534-2381";1960-02-28 00:00:00,000;"F";1960
5795;5;"Patricia";2018-03-02 00:00:00,000;"475-324-7907";1976-06-17 00:00:00,000;"F";1976
5797;5;"Emi";2018-07-11 00:00:00,000;"922-996-1018";1984-07-17 00:00:00,000;"F";1984
5804;5;"Sarah";2017-02-03 00:00:00,000;"065-857-2937";1952-03-21 00:00:00,000;"F";1952
5806;5;"Jena";2018-08-24 00:00:00,000;"650-739-6567";1987-03-28 00:00:00,000;"F";1987
5807;5;"Cailin";2019-02-05 00:00:00,000;"132-794-8644";1997-06-11 00:00:00,000;"F";1997
5809;5;"Remedios";2017-08-22 00:00:00,000;"883-827-8431";1964-07-21 00:00:00,000;"F";1964
5810;5;"Leigh";2019-01-30 00:00:00,000;"476-451-8097";1997-01-06 00:00:00,000;"F";1997
5817;5;"Serina";2017-06-09 00:00:00,000;"010-126-3155";1960-01-07 00:00:00,000;"F";1960
5818;5;"Anastasia";2018-02-14 00:00:00,000;"241-299-2428";1975-06-21 00:00:00,000;"F";1975
5819;5;"Ciara";2017-11-26 00:00:00,000;"927-601-9363";1970-07-05 00:00:00,000;"F";1970
5826;5;"Indigo";2019-02-03 00:00:00,000;"607-664-8973";1997-04-20 00:00:00,000;"F";1997
5829;5;"Nomlanga";2017-03-11 00:00:00,000;"185-798-7489";1954-06-28 00:00:00,000;"F";1954
5830;5;"Mollie";2018-09-14 00:00:00,000;"578-833-2021";1988-07-06 00:00:00,000;"F";1988
5832;5;"Barbara";2018-05-24 00:00:00,000;"253-271-8265";1981-07-25 00:00:00,000;"F";1981
5833;5;"Elizabeth";2018-10-11 00:00:00,000;"650-252-0538";1990-03-19 00:00:00,000;"F";1990
5838;5;"Urielle";2019-03-23 00:00:00,000;"306-360-3869";2000-04-11 00:00:00,000;"F";2000
5840;5;"Chastity";2018-04-06 00:00:00,000;"288-786-8514";1978-08-03 00:00:00,000;"F";1978
5847;5;"Stacey";2018-07-30 00:00:00,000;"634-239-1967";1985-09-04 00:00:00,000;"F";1985
5852;5;"Shafira";2018-08-26 00:00:00,000;"397-574-1306";1987-05-18 00:00:00,000;"F";1987
5859;5;"Chantale";2017-11-01 00:00:00,000;"949-598-3906";1968-12-12 00:00:00,000;"F";1968
5860;5;"Stacy";2018-12-03 00:00:00,000;"053-367-2145";1993-06-22 00:00:00,000;"F";1993
5864;5;"Meghan";2017-01-08 00:00:00,000;"233-538-8509";1950-08-30 00:00:00,000;"F";1950
5867;5;"Colleen";2018-07-02 00:00:00,000;"924-439-5613";1983-12-23 00:00:00,000;"F";1983
5868;5;"Ulla";2018-01-20 00:00:00,000;"546-836-0220";1973-11-28 00:00:00,000;"F";1973
5869;5;"Liberty";2019-01-14 00:00:00,000;"208-015-6410";1996-01-10 00:00:00,000;"F";1996
5873;5;"Willow";2017-07-09 00:00:00,000;"745-205-8301";1961-11-10 00:00:00,000;"F";1961
5875;5;"Jada";2017-06-02 00:00:00,000;"917-212-1214";1959-08-05 00:00:00,000;"F";1959
5877;5;"Kylee";2017-03-14 00:00:00,000;"237-888-5064";1954-08-19 00:00:00,000;"F";1954
5887;5;"Jescie";2018-01-22 00:00:00,000;"490-099-0025";1974-01-19 00:00:00,000;"F";1974
5890;5;"Caryn";2017-07-04 00:00:00,000;"816-445-1818";1961-07-30 00:00:00,000;"F";1961
5895;5;"Jasmine";2018-09-07 00:00:00,000;"017-628-4150";1988-02-01 00:00:00,000;"F";1988
5897;5;"Eugenia";2019-02-15 00:00:00,000;"563-443-2006";1998-01-04 00:00:00,000;"F";1998
5898;5;"Idola";2018-09-02 00:00:00,000;"086-947-2747";1987-10-21 00:00:00,000;"F";1987
5900;5;"Maggie";2019-04-04 00:00:00,000;"962-120-9663";2000-12-26 00:00:00,000;"F";2000
5901;5;"Hilda";2019-03-21 00:00:00,000;"740-800-2052";2000-02-19 00:00:00,000;"F";2000
5904;5;"Rae";2019-02-17 00:00:00,000;"912-779-2091";1998-02-24 00:00:00,000;"F";1998
5905;5;"Riley";2017-05-17 00:00:00,000;"496-204-2049";1958-08-07 00:00:00,000;"F";1958
5909;5;"Althea";2019-02-12 00:00:00,000;"586-479-4673";1997-11-13 00:00:00,000;"F";1997
5911;5;"Cara";2017-08-01 00:00:00,000;"256-607-9800";1963-04-12 00:00:00,000;"F";1963
5912;5;"Aspen";2019-02-01 00:00:00,000;"516-476-8787";1997-02-27 00:00:00,000;"F";1997
5915;5;"Quintessa";2019-02-26 00:00:00,000;"946-241-2958";1998-09-20 00:00:00,000;"F";1998
5916;5;"Joan";2017-06-18 00:00:00,000;"478-187-7772";1960-08-01 00:00:00,000;"F";1960
5918;5;"Constance";2018-07-05 00:00:00,000;"590-661-9457";1984-02-12 00:00:00,000;"F";1984
5920;5;"Zorita";2017-07-11 00:00:00,000;"377-793-8601";1962-01-01 00:00:00,000;"F";1962
5923;5;"Charity";2018-10-09 00:00:00,000;"199-159-5464";1990-01-26 00:00:00,000;"F";1990
5925;5;"Aiko";2017-05-03 00:00:00,000;"741-685-9253";1957-10-01 00:00:00,000;"F";1957
5929;5;"Bryar";2017-07-02 00:00:00,000;"867-752-5980";1961-06-08 00:00:00,000;"F";1961
5930;5;"Kyla";2018-10-14 00:00:00,000;"075-905-0076";1990-05-10 00:00:00,000;"F";1990
5932;5;"Brooke";2017-03-09 00:00:00,000;"426-586-7632";1954-05-07 00:00:00,000;"F";1954
5934;5;"Ainsley";2019-02-08 00:00:00,000;"588-222-5397";1997-08-01 00:00:00,000;"F";1997
5937;5;"Medge";2017-11-24 00:00:00,000;"743-441-9073";1970-05-14 00:00:00,000;"F";1970
5939;5;"Hope";2019-04-09 00:00:00,000;"659-428-7985";2001-04-09 00:00:00,000;"F";2001
5943;5;"Charde";2018-10-07 00:00:00,000;"636-954-5412";1989-12-05 00:00:00,000;"F";1989
5944;5;"Aspen";2018-10-25 00:00:00,000;"120-785-0025";1991-01-24 00:00:00,000;"F";1991
5945;5;"Miriam";2018-01-02 00:00:00,000;"951-058-2821";1972-10-10 00:00:00,000;"F";1972
8003;8;"Vera";2017-01-19 00:00:00,000;"081-659-6364";1991-02-01 00:00:00,000;"F";1991
8005;8;"Colette";2017-12-16 00:00:00,000;"187-230-3596";1970-03-29 00:00:00,000;"F";1970
8006;8;"Zena";2019-02-15 00:00:00,000;"500-768-3793";1992-06-26 00:00:00,000;"F";1992
8008;8;"Tanya";2018-06-17 00:00:00,000;"726-687-4464";1992-11-26 00:00:00,000;"F";1992
8011;8;"Bryar";2018-11-28 00:00:00,000;"736-748-1153";1986-01-19 00:00:00,000;"F";1986
8012;8;"Brynne";2017-06-17 00:00:00,000;"074-894-2047";1951-03-22 00:00:00,000;"F";1951
8013;8;"Echo";2017-12-05 00:00:00,000;"650-357-4202";1957-10-20 00:00:00,000;"F";1957
8015;8;"Hedwig";2018-05-20 00:00:00,000;"901-503-1234";1951-08-11 00:00:00,000;"F";1951
8019;8;"Kiayada";2018-05-15 00:00:00,000;"102-205-7705";1991-02-15 00:00:00,000;"F";1991
8020;8;"Cassandra";2017-02-16 00:00:00,000;"897-431-2078";1967-01-19 00:00:00,000;"F";1967
8021;8;"Risa";2017-07-11 00:00:00,000;"331-522-5409";1972-09-26 00:00:00,000;"F";1972
8025;8;"McKenzie";2017-04-02 00:00:00,000;"096-107-2216";1979-01-31 00:00:00,000;"F";1979
8030;8;"Deirdre";2018-08-23 00:00:00,000;"383-091-4412";1994-01-10 00:00:00,000;"F";1994
8037;8;"Holly";2018-05-07 00:00:00,000;"732-673-2150";1967-09-12 00:00:00,000;"F";1967
8041;8;"Amethyst";2019-02-03 00:00:00,000;"502-414-3804";1962-11-10 00:00:00,000;"F";1962
8043;8;"Darryl";2017-09-23 00:00:00,000;"628-634-5655";1982-10-04 00:00:00,000;"F";1982
8046;8;"Kessie";2018-06-05 00:00:00,000;"818-582-4616";1964-05-22 00:00:00,000;"F";1964
8047;8;"Jaquelyn";2017-07-19 00:00:00,000;"162-746-4050";1973-08-24 00:00:00,000;"F";1973
8050;8;"Summer";2018-01-22 00:00:00,000;"145-143-1395";1961-09-18 00:00:00,000;"F";1961
8055;8;"Bo";2018-04-21 00:00:00,000;"274-922-3781";1985-06-14 00:00:00,000;"F";1985
8056;8;"Jamalia";2018-06-01 00:00:00,000;"922-932-5399";1964-02-14 00:00:00,000;"F";1964
8060;8;"Nell";2017-01-14 00:00:00,000;"439-432-8011";1994-04-21 00:00:00,000;"F";1994
8062;8;"Meghan";2017-12-27 00:00:00,000;"376-533-6948";1963-05-12 00:00:00,000;"F";1963
8063;8;"Neve";2017-01-31 00:00:00,000;"206-883-8196";1956-01-05 00:00:00,000;"F";1956
8066;8;"Oprah";2017-06-02 00:00:00,000;"079-770-3747";1991-09-29 00:00:00,000;"F";1991
8069;8;"Brittany";2018-09-25 00:00:00,000;"078-856-3510";1967-10-08 00:00:00,000;"F";1967
8071;8;"Simone";2018-09-13 00:00:00,000;"290-223-8767";1952-04-08 00:00:00,000;"F";1952
8072;8;"Lana";2017-10-30 00:00:00,000;"549-192-0795";1973-04-12 00:00:00,000;"F";1973
8075;8;"Evangeline";2018-09-14 00:00:00,000;"717-435-8927";1987-06-12 00:00:00,000;"F";1987
8077;8;"Meredith";2017-03-06 00:00:00,000;"998-214-9487";1974-01-13 00:00:00,000;"F";1974
8080;8;"Lila";2018-09-05 00:00:00,000;"254-332-8882";1979-10-29 00:00:00,000;"F";1979
8081;8;"Dorothy";2017-06-29 00:00:00,000;"633-308-2054";1980-06-23 00:00:00,000;"F";1980
8083;8;"Christen";2017-08-23 00:00:00,000;"385-972-1585";1990-04-13 00:00:00,000;"F";1990
8087;8;"Nola";2018-10-21 00:00:00,000;"423-955-2452";1961-09-03 00:00:00,000;"F";1961
8090;8;"Montana";2017-04-05 00:00:00,000;"228-546-1327";1956-12-20 00:00:00,000;"F";1956
8091;8;"Xandra";2018-08-09 00:00:00,000;"393-789-1905";1998-09-14 00:00:00,000;"F";1998
8092;8;"Willow";2018-01-23 00:00:00,000;"022-413-0530";1991-05-01 00:00:00,000;"F";1991
